	Name	main_news	tagged_news
614	MSFT	Windows 10 Signifies Microsoft’s Shift in Strategy: Pressure from competitors has compelled the company to make the upgrade free and to find new ways to profit from some of its big moneymakers.	
615	MSFT	A $7 Billion Charge at Microsoft Leads to Its Largest Loss Ever: A $7.5 billion accounting charge for the company’s acquisition of Nokia was a drag on the software maker’s fourth-quarter.	
622	MSFT	"In Microsoft’s Nokia Debacle, a View of an Industry’s Feet of Clay: The technology business is especially vulnerable to rapid, unforeseen transformation, sometimes leading to the mass extinction of giant companies."	"Addicted to Your Smartphone? The Company That Made It Would Like You to Think So.: Brian X. Chen, The Times’s consumer technology expert, explains why smartphone companies are so interested in what their products are doing to us."
623	MSFT	"Microsoft Said to Invest Big Sum in Uber: Microsoft has agreed to contribute a substantial amount of the financing in a recent round, which totals about $1 billion, people with knowledge of the matter said."	Chatting With Xiaoice: The Xiaoice chatbot has attracted millions of loyal users in China.
624	MSFT	Morning Agenda: Health Care Deals Raise Doubts for Consumers: Jerome Kohlberg Jr. Dies at Age 90 | Chief of Bankrupt Bitcoin Exchange Arrested | Microsoft’s Uber Investment	
625	MSFT	"With Halo 5: Guardians, Microsoft Seeks to Lure E-Sports Players Back: Microsoft is offering $1 million in prize money to competitive gamers, a crucial leg in the multimillion-dollar marketing push for the video game."	
626	MSFT	"Following Netflix, Microsoft Sweetens Parental Leave Benefits: Microsoft’s changes to its policy came a day after Netflix, the online video service, said it would allow new mothers and fathers who are employees to take as much paid time off as they need during the first year after the birth or adoption of a c..."	"Daily Report: E-Sports Continues to Reshape Gaming Landscape: The marketing push with Halo 5 is a reminder that we’ve entered a brave new world, one in which, when the first Halo arrived 14 years ago, was barely a figment of our imagination."
627	MSFT	"Salesforce Ventures and Microsoft Join Informatica Buyout: The two companies, partners of the enterprise software maker, will take ownership stakes in the biggest leveraged buyout of the year."	
641	MSFT	"The Appeal of Free: 75 Million Users Download Windows 10 in First Month: The early audience-building of both users and developers is crucial for Microsoft, and the early results look encouraging."	Facebook Tests a Digital Assistant for Its Messaging App: Facebook is wading into the increasingly crowded field of digital personal assistants with a new offering called M.
643	MSFT	"Protecting Your Mac From Malware and Viruses: How to see if a Mac has been infected and what to do about it; plus, changing uppercase to lowercase, and vice versa, in Microsoft Word."	
649	MSFT	"Dell Agrees to Sell Microsoft’s Surface Tablet: The usual deal is a bit like Niketown agreeing to sell Adidas sneakers. “This is unique,” Kirk Schell, vice president of Dell Commercial Client Solutions, said in an interview. “We don’t do this with anybody.”"	
655	MSFT	"How to Talk to Microsoft’s Cortana: If your computer did not come with a microphone, you can command Microsoft’s virtual assistant with an external or headset microphone."	
658	MSFT	Skype Service Problems for Some Users Worldwide: Microsoft’s Internet calling unit did not specify how many of its roughly 300 million global users were affected.	
659	MSFT	"Microsoft Releases Office 2016, With Features Focused on Teamwork: Office 2016 has numerous changes, with the most prominent ones designed to improve how the software is used by groups of people to collaborate."	
661	MSFT	"Xi Jinping Hears Tough Complaints of American Business: Mr. Xi, at Microsoft headquarters, heard criticism of his government’s laws and practices that discriminate against American corporate operations in China."	
662	MSFT	"Changing the Search Engine in Microsoft Edge  : How to change the setting in Microsoft Edge, the default browser for Windows 10."	
665	MSFT	"Microsoft and Google Call an End to Patent Battles: Peace has broken out between Google and Microsoft, which agreed to dismiss all of their pending patent lawsuits against each other."	Easing Screen-Based Eyestrain: Find out how to change the background color of your Word documents.
669	MSFT	"The Hardware Side of Microsoft Unveils a Pile of New Devices: Microsoft, which once had little interest in hardware, introduced on Tuesday a laptop, a tablet computer, smartphones and a wearable fitness band."	
670	MSFT	"Daily Report: Microsoft Turns On the Hardware Charm: New hardware, including the $1,500 Surface Book, shows Microsoft is serious about adjusting to competition from the likes of Apple and Google."	
672	MSFT	"Microsoft’s Mission to Reignite PC Sector May Be Taking Hold: As sales of personal computers continue to slump, PC makers are having to innovate, and, in many ways, Microsoft is leading the way — even lending to the industry’s budding optimism."	
678	MSFT	"Daily Report: Tech Tussles Take Center Stage in Earnings: Tech earnings season is going into full swing, with companies including Yahoo, IBM, Google and Microsoft set to report quarterly results this week. Their financial data may offer insight into which companies are gaining the upper hand in some tech..."	
680	MSFT	"Microsoft’s Rule-Breaking Vision of a Future With Countless Devices: Microsoft is embracing a fragmented view of the future, in which no single device, or even single category of devices, reigns supreme. The plan is rife with risk — but that doesn’t mean it can’t work."	
681	MSFT	"Daily Report: A Trio of Earnings From Tech Behemoths: Three technology titans — Amazon, Google and Microsoft — will be reporting their quarterly financial results on Thursday."	
682	MSFT	"The Cloud Is Here, Separating Disrupters From Disrupted: After Amazon, Microsoft and Google reported earnings on Thursday, their market capitalizations soared, partly on the growth of cloud computing."	
683	MSFT	Microsoft Goes Upscale With Fifth Avenue Flagship Store: The company makes an expensive gamble on a retail strategy that is still a long way from paying off.	
687	MSFT	"U.S. Tech Giants May Blur National Security Boundaries in China Deals: A growing number of companies like IBM, Cisco Systems and Microsoft have partnerships with Chinese companies with ties to the military, and experts are questioning those links."	"More Than One Way to Fix Firefox: If Firefox is not set to automatically upgrade itself to the latest edition, update the browser to the most recent version."
695	MSFT	"Weighing Benefits of Windows 10 Upgrade: A look at how the new features in Microsoft’s latest operating system compare with version 8.1, and what to do if you’re getting text messages on your iPad but not your iPhone."	
699	MSFT	"Microsoft Sheds Reputation as an Easy Mark for Hackers: As episodes of online hacking have become even more startling, the company has been evolving to confront security threats and improve how information is shared."	
